门店编码	美团门店id	门店名称	地址	省级分部描述	门店类型描述	电话	负责人电话	市级分部描述	城市描述	管理地区	片区	更新时间	开店日期	关店日期	经度	纬度
C894	99965	峨山瑞锦苑分店	峨山县双江街道瑞竹路5号瑞锦苑1幢4号	云南分部	药店	NULL	NULL	玉溪分部	峨山	玉溪地区	玉溪09	2022/11/11 11:07	2022/1/1 0:00		102.412275	24.1728
C895	100163	昆明和信花园分店	昆明市盘龙区北京路豆腐厂和信花园二期1幢1层商铺中22号	云南分部	药店	NULL	NULL	昆明一部	昆明	昆明东区	昆明东区09	2022/7/26 14:40	2021/12/14 0:00		102.719192	25.047855
C896	100369	江城勐烈大街一分店	江城哈尼族彝族自治县勐烈镇勐烈大街93号	云南分部	药店	NULL	NULL	普洱景洪分部	江城	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.858042	22.585145
C897	100371	江城勐烈东路分店	江城哈尼族彝族自治县勐烈镇勐烈东路	云南分部	药店	NULL	NULL	普洱景洪分部	江城	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.865963	22.581269
C898	100315	江城绿茵路分店	江城哈尼族彝族自治县勐烈镇绿茵路	云南分部	药店	NULL	NULL	普洱景洪分部	江城	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.863102	22.581357
C899	100377	江城勐烈大街二分店	江城哈尼族彝族自治县勐烈镇勐烈大街	云南分部	药店	NULL	NULL	普洱景洪分部	江城	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.860548	22.584395
C900	100376	江城惠民路分店	江城哈尼族彝族自治县勐烈镇惠民路	云南分部	药店	NULL	NULL	普洱景洪分部	江城	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.86118	22.584845
C901	100375	江城三江大道一分店	江城哈尼族彝族自治县勐烈镇三江大道三江大厦	云南分部	药店	NULL	NULL	普洱景洪分部	江城	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.869701	22.577469
C902	100372	江城东城尚景分店	江城哈尼族彝族自治县勐烈镇东城尚景8-105号	云南分部	药店	NULL	NULL	普洱景洪分部	江城	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.874751	22.562092
C903	100368	江城宝藏大桥头分店	江城哈尼族彝族自治县宝藏镇大桥头	云南分部	药店	NULL	NULL	普洱景洪分部	江城宝藏镇	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.648117	22.685124
C904	100373	江城康平桥头河分店	江城哈尼族彝族自治县康平镇桥头河	云南分部	药店	NULL	NULL	普洱景洪分部	江城康平镇	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.455945	22.599767
C905	100283	江城曲水整康坝分店	江城哈尼族彝族自治县曲水镇整康坝街	云南分部	药店	NULL	NULL	普洱景洪分部	江城曲水镇	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		102.190012	22.490808
C906	100370	江城整董镇集贸市场店	江城哈尼族彝族自治县整董镇集贸市场旁	云南分部	药店	NULL	NULL	普洱景洪分部	江城整董镇	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		101.509244	22.485108
C907	100374	江城曲水大绿满村分店	江城哈尼族彝族自治县曲水镇大绿满村	云南分部	药店	NULL	NULL	普洱景洪分部	江城曲水镇	普洱二区	普洱二区02	2022/7/26 14:25	2021/12/1 0:00		102.164885	22.512742
C908	100284	景东安定分店	云南省普洱市景东彝族自治县安定镇鼠街	云南分部	药店	NULL	NULL	普洱景洪分部	景东安定镇	普洱二区	普洱二区04	2022/10/9 17:33	2021/12/1 0:00		100.615366	24.732755
C909	100378	景东大朝山东镇分店	云南省普洱市景东彝族自治县大朝山东镇大驮街	云南分部	药店	NULL	NULL	普洱景洪分部	景东大朝山东镇	普洱二区	普洱二区04	2022/10/17 9:58	2021/12/1 0:00		100.58518	24.158132
C910	100317	景东北川路一分店	云南省普洱市景东彝族自治县锦屏镇景东北川路	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱二区	普洱二区05	2022/10/9 17:33	2021/12/1 0:00		100.834377	24.453774
C911	100379	景东北川路二分店	云南省普洱市景东彝族自治县锦屏镇北川路（南仓井-银景泉源小区）	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱二区	普洱二区04	2022/10/9 17:33	2021/12/1 0:00		100.832231	24.451724
C912	100380	景东大街中心分店	云南省普洱市景东彝族自治县大街镇街子	云南分部	药店	NULL	NULL	普洱景洪分部	景东大街镇	普洱一区	普洱一区02	2022/10/9 17:33	2021/12/1 0:00		101.048726	24.348811
C913	100381	景东花山分店	云南省普洱市景东彝族自治县花山镇花山街子	云南分部	药店	NULL	NULL	普洱景洪分部	景东花山镇	普洱一区	普洱一区02	2022/10/9 17:33	2021/12/1 0:00		101.112281	24.266658
C914	100382	景东建设路二分店	云南省普洱市景东彝族自治县锦屏镇建设路	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:33	2021/12/1 0:00		100.838366	24.443268
C915	100383	景东景川路二分店	云南省普洱市景东彝族自治县锦屏镇景川路商贸城铺面	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:33	2021/12/1 0:00		100.835217	24.448306
C916	100384	景东景川路六分店	云南省普洱市景东彝族自治县锦屏镇景川路民贸商城铺面	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱二区	普洱二区05	2022/10/9 17:33	2021/12/1 0:00		100.833322	24.453122
C917	100385	景东景川路四分店	云南省普洱市景东彝族自治县锦屏镇景川路272号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:33	2021/12/1 0:00		100.839895	24.442551
C918	100323	景东景川路五分店	云南省普洱市景东彝族自治县锦屏镇景川路451号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:34	2021/12/1 0:00		100.844874	24.441232
C919	100388	景东景川路一分店	云南省普洱市景东彝族自治县锦屏镇景川路通化桥	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/15 15:59	2021/12/1 0:00		100.828391	24.456707
C920	100389	景东景福分店	云南省普洱市景东彝族自治县景福镇古里街	云南分部	药店	NULL	NULL	普洱景洪分部	景东景福镇	普洱二区	普洱二区04	2022/10/9 17:34	2021/12/1 0:00		100.620727	24.339413
C921	100365	景东林街分店	云南省普洱市景东彝族自治县林街乡街子	云南分部	药店	NULL	NULL	普洱景洪分部	景东林街乡	普洱二区	普洱二区04	2022/10/15 18:16	2021/12/1 0:00		100.58022	24.454785
C922	100343	景东凌云路一分店	云南省普洱市景东彝族自治县锦屏镇新客运站	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:34	2021/12/1 0:00		100.850575	24.441658
C923	100390	景东凌云路二分店	云南省普洱市景东彝族自治县锦屏镇斗阁村小河桥组斗阁信用社旁	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:34	2021/12/1 0:00		100.859901	24.436976
C924	100391	景东龙街分店	云南省普洱市景东彝族自治县龙街乡街子	云南分部	药店	NULL	NULL	普洱景洪分部	景东龙街乡	普洱二区	普洱二区04	2022/10/9 17:34	2021/12/1 0:00		100.876661	24.612887
C925	100366	景东漫湾镇一分店	云南省普洱市景东彝族自治县漫湾镇岔山街	云南分部	药店	NULL	NULL	普洱景洪分部	景东漫湾镇	普洱二区	普洱二区04	2022/10/9 17:34	2021/12/1 0:00		100.486752	24.637733
C926	100386	景东南景路分店	云南省普洱市景东彝族自治县南景街16号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:34	2021/12/1 0:00		100.837139	24.447238
C927	100387	景东南正街分店	云南省普洱市景东彝族自治县锦屏镇南正街30号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:34	2021/12/1 0:00		100.833152	24.449753
C928	100392	景东清凉分店	云南省普洱市景东彝族自治县文井镇清凉街	云南分部	药店	NULL	NULL	普洱景洪分部	景东文井镇	普洱一区	普洱一区02	2022/10/9 17:34	2021/12/1 0:00		100.934126	24.298143
C929	100393	景东天华路分店	云南省普洱市景东彝族自治县天华路79号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/15 15:10	2021/12/1 0:00		100.839102	24.449767
C930	100394	景东文井一分店	云南省普洱市景东彝族自治县文井镇街子	云南分部	药店	NULL	NULL	普洱景洪分部	景东文井镇	普洱一区	普洱一区02	2022/11/7 17:52	2021/12/1 0:00		100.934098	24.2982
C931	100364	景东文井中心分店	云南省普洱市景东彝族自治县文井镇街子	云南分部	药店	NULL	NULL	普洱景洪分部	景东文井镇	普洱一区	普洱一区02	2022/10/9 17:34	2021/12/1 0:00		100.934098	24.2982
C932	100395	景东文龙分店	云南省普洱市景东彝族自治县文龙镇文龙街	云南分部	药店	0879-6381721	NULL	普洱景洪分部	景东文龙镇	普洱二区	普洱二区04	2022/10/25 13:40	2021/12/1 0:00		100.731453	24.642547
C933	100396	景东太忠分店	云南省普洱市景东彝族自治县太忠镇大水井街	云南分部	药店	NULL	NULL	普洱景洪分部	景东太忠镇	普洱一区	普洱一区02	2022/10/9 17:34	2021/12/1 0:00		100.58518	24.158132
C934	100367	景东秀龙路分店	云南省普洱市景东彝族自治县锦屏镇秀龙路11号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:34	2021/12/1 0:00		100.844292	24.447498
C935	100351	景东药城分店	云南省普洱市景东彝族自治县锦屏镇景川路120号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱二区05	2022/10/9 17:34	2021/12/1 0:00		100.834802	24.45063
C936	100322	景东彝兴路分店	云南省普洱市景东彝族自治县锦屏镇彝兴路57号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:35	2021/12/1 0:00		100.836705	24.445957
C937	100344	景东银生路分店	云南省普洱市景东彝族自治县锦屏镇银生路	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱二区	普洱二区04	2022/10/9 17:35	2021/12/1 0:00		100.839594	24.447368
C938	100349	景东银生路二分店	云南省普洱市景东彝族自治县建设路33东北方向30米	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱二区	普洱二区04	2022/10/9 17:35	2021/12/1 0:00		100.841258	24.446185
C939	100347	景东文井镇玉米山街分店	云南省普洱市景东彝族自治县文井镇玉米山街	云南分部	药店	NULL	NULL	普洱景洪分部	景东文井镇	普洱一区	普洱一区02	2022/10/9 17:35	2021/12/1 0:00		100.963288	24.240896
C940	100311	景东玉屏路分店	云南省普洱市景东彝族自治县锦屏镇玉屏路102号	云南分部	药店	NULL	NULL	普洱景洪分部	景东	普洱一区	普洱一区01	2022/10/9 17:35	2021/12/1 0:00		100.832233	24.44824
C941	100301	景东者后分店	云南省普洱市景东彝族自治县文井镇者后街	云南分部	药店	NULL	NULL	普洱景洪分部	景东文井镇	普洱一区	普洱一区02	2022/10/9 17:35	2021/12/1 0:00		101.043248	24.129186
C942	100299	景谷白龙路二分店	云南省普洱市景谷傣族彝族自治县白龙路14号	云南分部	药店	NULL	NULL	普洱景洪分部	景谷	普洱一区	普洱一区04	2022/10/9 17:35	2021/12/1 0:00		100.699306	23.499652
C943	100310	景谷白龙路一分店	云南省普洱市景谷傣族彝族自治县白龙路5幢C-086号	云南分部	药店	NULL	NULL	普洱景洪分部	景谷	普洱一区	普洱一区04	2022/10/15 18:16	2021/12/1 0:00		100.701763	23.501261
C944	100297	景谷碧安一分店	云南省普洱市景谷傣族彝族自治县碧安乡卫生院对面云南省普洱市景谷傣族彝族自治县碧安乡卫生院对面	云南分部	药店	NULL	NULL	普洱景洪分部	景谷碧安乡	普洱一区	普洱一区05	2022/11/19 13:42	2021/12/1 0:00		100.441098	23.070359
C945	100305	景谷华城新都分店	云南省普洱市景谷傣族彝族自治县临江巷华城新都B幢商铺	云南分部	药店	NULL	NULL	普洱景洪分部	景谷	普洱一区	普洱一区04	2022/10/9 17:35	2021/12/1 0:00		100.708136	23.495252
C946	100296	景谷警苑佳园分店	云南省普洱市景谷傣族彝族自治县环南路警苑佳园小区	云南分部	药店	NULL	NULL	普洱景洪分部	景谷	普洱一区	普洱一区04	2022/10/9 17:35	2021/12/1 0:00		100.70431	23.49681
C947	100295	景谷勐班乡一分店	云南省普洱市景谷傣族彝族自治县勐班乡集镇规划区	云南分部	药店	NULL	NULL	普洱景洪分部	景谷勐班乡	普洱一区	普洱一区05	2022/10/15 16:57	2021/12/1 0:00		100.35642	23.105956
C948	100294	景谷民乐镇一分店	云南省普洱市景谷傣族彝族自治县民乐镇	云南分部	药店	NULL	NULL	普洱景洪分部	景谷民乐镇	普洱一区	普洱一区05	2022/10/15 15:57	2021/12/1 0:00		100.491164	23.691274
C949	100363	景谷文明路分店	云南省普洱市景谷傣族彝族自治县文明路17号	云南分部	药店	NULL	NULL	普洱景洪分部	景谷	普洱一区	普洱一区04	2022/11/3 15:40	2021/12/1 0:00		100.707276	23.496854
C950	100362	景谷县景谷镇一分店	云南省普洱市景谷傣族彝族自治县景谷镇新街响水路47号	云南分部	药店	NULL	NULL	普洱景洪分部	景谷县景谷镇	普洱一区	普洱一区05	2022/10/9 17:35	2021/12/1 0:00		100.624031	23.733691
C951	100293	景谷心中园分店	云南省普洱市景谷傣族彝族自治县永平路西段2号（心中园）5幢3-01.02.03室	云南分部	药店	NULL	NULL	普洱景洪分部	景谷	普洱一区	普洱一区04	2022/11/2 11:37	2021/12/1 0:00		100.698899	23.497557
C952	100292	景谷益智路分店	云南省景谷傣族彝族自治县景谷益智路1号（7栋）	云南分部	药店	NULL	NULL	普洱景洪分部	景谷	普洱一区	普洱一区04	2022/11/2 11:36	2021/12/1 0:00		100.70612	23.502369
C953	100291	景谷永平镇二分店	云南省普洱市景谷傣族彝族自治县永平镇学府路步行街	云南分部	药店	NULL	NULL	普洱景洪分部	景谷永平镇	普洱一区	普洱一区05	2022/11/2 11:34	2021/12/1 0:00		100.399518	23.416166
C954	100290	景谷永平镇一分店	云南省普洱市景谷傣族彝族自治县永平镇政府	云南分部	药店	NULL	NULL	普洱景洪分部	景谷永平镇	普洱一区	普洱一区05	2022/11/2 15:37	2021/12/1 0:00		100.397491	23.413846
C955	100289	孟连勐啊老街分店	云南省普洱市孟连县勐马镇勐啊老街	云南分部	药店	NULL	NULL	普洱景洪分部	孟连勐马镇	普洱一区	普洱一区07	2022/11/2 9:52	2021/12/1 0:00		99.197757	22.175812
C956	100288	孟连勐啊二分店	云南省普洱市孟连县勐马镇勐啊村勐啊老街芒允路口李光宗出租房4-5号	云南分部	药店	NULL	NULL	普洱景洪分部	孟连勐马镇	普洱一区	普洱一区07	2022/11/7 17:52	2021/12/1 0:00		99.203244	22.180984
C957	100287	墨江财富广场分店	云南省普洱市墨江哈尼族自治县联珠镇凤凰新城凤凰财富广场1楼2-3号	云南分部	药店	NULL	NULL	普洱景洪分部	墨江	普洱一区	普洱一区06	2022/11/2 9:58	2021/12/1 0:00		101.68033	23.41771
C958	100356	墨江凤凰新城分店	云南省普洱市墨江哈尼族自治县联珠镇桂香村食加站东南方向200米	云南分部	药店	NULL	NULL	普洱景洪分部	墨江	普洱一区	普洱一区06	2022/11/2 11:34	2021/12/1 0:00		101.677511	23.412852
C959	100359	墨江林苑小区分店	云南省普洱市墨江哈尼族自治县联珠镇南片新区林苑小区1幢6-7号商铺	云南分部	药店	NULL	NULL	普洱景洪分部	墨江	普洱一区	普洱一区06	2022/11/3 15:35	2021/12/1 0:00		101.68476	23.42446
C960	100358	墨江双胞小镇分店	云南省普洱市墨江哈尼族自治县联珠镇双胞小镇23号	云南分部	药店	NULL	NULL	普洱景洪分部	墨江	普洱一区	普洱一区06	2022/11/2 15:35	2021/12/1 0:00		101.685308	23.437768
C961	100360	墨江紫金大道分店	云南省普洱市墨江哈尼族自治县联珠镇紫金大道妇幼保健院门口	云南分部	药店	NULL	NULL	普洱景洪分部	墨江	普洱一区	普洱一区06	2022/11/2 15:36	2021/12/1 0:00		101.687711	23.425519
C962	100361	墨江紫裕小区分店	云南省普洱市墨江哈尼族自治县联珠镇南片区紫裕小区10-11号商铺	云南分部	药店	NULL	NULL	普洱景洪分部	墨江	普洱一区	普洱一区06	2022/11/15 9:26	2021/12/1 0:00		101.68364	23.42177
C963	100309	普洱茶城大道分店	云南省普洱市思茅区茶城大道46号阳光新城91幢1层5号	云南分部	药店	NULL	NULL	普洱景洪分部	普洱	普洱一区	普洱一区07	2022/11/2 11:37	2021/12/1 0:00		100.979311	22.782963
C964	100298	普洱人民西路分店	云南省普洱市思茅区人民西路88号	云南分部	药店	NULL	NULL	普洱景洪分部	普洱	普洱一区	普洱一区07	2022/11/8 10:56	2021/12/1 0:00		100.969217	22.774488
C965	100300	普洱世纪广场分店	云南省普洱市思茅区世纪广场商场27-1号	云南分部	药店	NULL	NULL	普洱景洪分部	普洱	普洱一区	普洱一区07	2022/11/2 9:57	2021/12/1 0:00		100.973709	22.775265
